Cluster Name,Environment,Cluster Descriptor,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Nodes,Published On,Discovered On,Link,Summary
production,,,RHSA-2023:3722,Fixable,Moderate,6.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-06-21T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:3722,"OpenSSL is a toolkit that implements the Secure Sockets Layer (SSL) and Transport Layer Security (TLS) protocols, as well as a full-strength general-purpose cryptography library.

Security Fix(es):

* openssl: Possible DoS translating ASN.1 object identifiers (CVE-2023-2650)

* openssl: Denial of service by excessive resource usage in verifying X509 policy constraints (CVE-2023-0464)

* openssl: Invalid certificate policies in leaf certificates are silently ignored (CVE-2023-0465)

* openssl: Certificate policy check not enabled (CVE-2023-0466)

* openssl: Input buffer over-read in AES-XTS implementation on 64 bit ARM (CVE-2023-1255)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* In FIPS mode, openssl KDFs should only allow selected hash algorithms (BZ#2175860)

* In FIPS mode, openssl should reject short KDF input or output keys or provide an indicator (BZ#2175864)

* In FIPS mode, openssl should provide an indicator for AES-GCM to query whether the IV was generated internally or provided externally (BZ#2175868)

* openssl FIPS mode self-test should zeroize `out` in `verify_integrity` in providers/fips/self_test.c (BZ#2175873)

* In FIPS mode, openssl should not support RSA encryption or decryption without padding (outside of RSASVE) or provide an indicator (BZ#2178029)

* In FIPS mode, openssl should reject EVP_PKEY_fromdata() for short DHX keys, or provide an indicator (BZ#2178030)

* In FIPS mode, openssl should not use the legacy ECDSA_do_sign(), RSA_public_encrypt(), RSA_private_decrypt() functions for pairwise consistency tests (BZ#2178034)

* In FIPS mode, openssl should enter error state when DH PCT fails (BZ#2178039)

* In FIPS mode, openssl should always run the PBKDF2 lower bounds checks or provide an indicator when the pkcs5 parameter is set to 1 (BZ#2178137)

* Support requiring EMS in TLS 1.2, default to it when in FIPS mode (BZ#2188046)

* OpenSSL rsa_verify_recover doesn't use the same key checks as rsa_verify in FIPS mode (BZ#2188052)

* RHEL9.0 - sshd dumps core when ibmca engine is configured with default_algorithms = CIPHERS or ALL (openssl) (BZ#2211396)"
production,,,RHSA-2024:0453,Fixable,Moderate,6.5,100%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0453,"The RPM Package Manager (RPM) is a command-line driven package management system capable of installing, uninstalling, verifying, querying, and updating software packages.

Security Fix(es):

* rpm: TOCTOU race in checks for unsafe symlinks (CVE-2021-35937)

* rpm: races with chown/chmod/capabilities calls during installation (CVE-2021-35938)

* rpm: checks for unsafe symlinks are not performed for intermediary directories (CVE-2021-35939)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2024:0195,Fixable,Moderate,6.5,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-17T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0195,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container Platform 4.13.29. See the following advisory for the container images for this release:

https://access.redhat.com/errata/RHSA-2024:0193

Security Fix(es):

* cri-o: Pods are able to break out of resource confinement on cgroupv2 (CVE-2023-6476)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2020-10756,Not Fixable,Low,6.5,100%,4.00,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-10756,"DOCUMENTATION: An out-of-bounds read vulnerability was found in the SLiRP networking implementation of the QEMU emulator. This flaw occurs in the icmp6_send_echoreply() routine while replying to an ICMP echo request, also known as ping. This flaw allows a malicious guest to leak the contents of the host memory, resulting in possible information disclosure. 
            STATEMENT: This flaw did not affect the versions of SLiRP embedded in `qemu-kvm` as shipped with Red Hat Enterprise Linux 6 and 7, as they did not include support for ICMPv6, which was introduced in a later version of the package.

OpenShift 4.x packages slirp4netns  as a dependency of podman however podman doesn't set the --enable-ipv6 flag. Hence the impact has been reduced to low, as the code is still being packaged and podman might decide to enable IPv6 in future.

In Red Hat OpenStack Platform, because the flaw has a lower impact and the fix would require a substantial amount of development, no update will be provided at this time for the RHOSP qemu-kvm-rhev package."
production,,,CVE-2023-25809,Not Fixable,Moderate,6.3,100%,3.70,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-25809,"DOCUMENTATION: A flaw was found in runc, where it is vulnerable to a denial of service caused by improper access control in the /sys/fs/cgroup endpoint. This flaw allows a local authenticated attacker to cause a denial of service. 
            
            MITIGATION: Condition 1: Unshare the cgroup namespace ((docker|podman|nerdctl) run --cgroupns=private). This is the default behavior of Docker/Podman/nerdctl on cgroup v2 hosts.
Condition 2 (very rare): add /sys/fs/cgroup to maskedPaths"
production,,,RHSA-2023:4569,Fixable,Moderate,6.2,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-08-08T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4569,"D-Bus is a system for sending messages between applications. It is used both for the system-wide message bus service, and as a per-user-login-session messaging facility.

Security Fix(es):

* dbus: dbus-daemon: assertion failure when a monitor is active and a message from the driver cannot be delivered (CVE-2023-34969)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2023-28642,Not Fixable,Moderate,6.1,100%,3.70,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2023-28642,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: runc is a CLI tool for spawning and running containers according to the OCI specification. It was found that AppArmor can be bypassed when `/proc` inside the container is symlinked with a specific mount configuration. This issue has been fixed in runc version 1.1.5, by prohibiting symlinked `/proc`. See PR #3785 for details. users are advised to upgrade. Users unable to upgrade should avoid using an untrusted container image."
production,,,RHSA-2023:4349,Fixable,Moderate,5.9,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-08-01T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4349,"The libxml2 library is a development toolbox providing the implementation of various XML standards.

Security Fix(es):

* libxml2: NULL dereference in xmlSchemaFixupComplexType (CVE-2023-28484)

* libxml2: Hashing of empty dict strings isn't deterministic (CVE-2023-29469)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2023-48795,Not Fixable,Moderate,5.9,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-48795,"DOCUMENTATION: A flaw was found in the SSH channel integrity. By manipulating sequence numbers during the handshake, an attacker can remove the initial messages on the secure channel without causing a MAC failure. For example, an attacker could disable the ping extension and thus disable the new countermeasure in OpenSSH 9.5 against keystroke timing attacks. 
            STATEMENT: This CVE is classified as moderate because the attack requires an active Man-in-the-Middle (MITM) who can intercept and modify the connection's traffic at the TCP/IP layer.

Although the attack is cryptographically innovative, its security impact is fortunately quite limited. It only allows the deletion of consecutive messages, and deleting most messages at this protocol stage prevents user authentication from proceeding, leading to a stalled connection.

The most significant identified impact is that it enables a MITM to delete the SSH2_MSG_EXT_INFO message sent before authentication begins. This allows the attacker to disable a subset of keystroke timing obfuscation features. However, there is no other observable impact on session secrecy or session integrity.
            MITIGATION: As an alternate less invasive countermeasure, the affected cipher modes chacha20-poly1305 and any encrypt-then-mac variants (generic EtM) may be (temporarily) disabled. Some cipher modes, in particular AES-GCM, are not affected and can still be used without changes.


You can disable the following ciphers and HMACs as a workaround  on RHEL-8 and RHEL-9:
1. chacha20-poly1305@openssh.com
2. hmac-sha2-512-etm@openssh.com
3. hmac-sha2-256-etm@openssh.com
4. hmac-sha1-etm@openssh.com
5. hmac-md5-etm@openssh.com

To do that through crypto-policies, one can apply a subpolicy with the following content:
```
cipher@SSH = -CHACHA20-POLY1305
ssh_etm = 0
```
e.g., by putting these lines into `/etc/crypto-policies/policies/modules/CVE-2023-48795.pmod`, applying the resulting subpolicy with `update-crypto-policies --set $(update-crypto-policies --show):CVE-2023-48795` and restarting openssh server.

One can verify that the changes are in effect by ensuring the ciphers listed above are missing from both `/etc/crypto-policies/back-ends/openssh.config` and `/etc/crypto-policies/back-ends/opensshserver.config`.

For more details on using crypto-policies, please refer to https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/9/html/security_hardening/using-the-system-wide-cryptographic-policies_security-hardening

Note that this procedure does limit the interoperability of the host and is only suggested as a temporary mitigation until the issue is fully resolved with an update.

For RHEL-7: 
We can recommend to use strict MACs and Ciphers on RHEL7 in both files /etc/ssh/ssh_config and /etc/ssh/sshd_config.

Below strict set of Ciphers and MACs can be used as mitigation for RHEL 7.

```
Ciphers aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com
MACs umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512
```

OR

Remove the chacha cipher and etm macs from both config options which are currently configured.
```
ssh -Q cipher
ssh -Q mac
sshd -T | grep -e '^ciphers ' -e '^macs '
```"
production,,,CVE-2021-20199,Not Fixable,Moderate,5.9,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-20199,"DOCUMENTATION: A flaw was found in podman. Rootless containers receive all traffic with a source IP address of 127.0.0.1 (including from remote hosts) which impact containerized applications that trust localhost (127.0.01) connections by default and do not require authentication. The highest threat from this vulnerability is to data integrity. 
            STATEMENT: This issue does not affect Podman prior to version 1.8.0. Podman shipped in the following products are therefore not affected:

* Red Hat Enterprise Linux 7 Extras
* Red Hat Enterprise Linux 8 Container Tools stream 1.0
* Red Hat Enterprise Linux 8 Container Tools stream 2.0
* OpenShift Container Platform 3.11
* OpenShift Container Platform 4.1 to 4.5
            MITIGATION: Configure containerized applications to require authentication for connections from all sources, including localhost."
production,,,RHSA-2024:0451,Fixable,Moderate,5.9,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0451,"The gnutls packages provide the GNU Transport Layer Security (GnuTLS) library, which implements cryptographic algorithms and protocols such as SSL, TLS, and DTLS.

Security Fix(es):

* gnutls: timing side-channel in the RSA-PSK authentication (CVE-2023-5981)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2022-4122,Not Fixable,Moderate,5.9,100%,4.00,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-4122,"DOCUMENTATION: A vulnerability was found in buildah and podman. Incorrect following of symlinks while reading .containerignore and .dockerignore results in information disclosure. 
            STATEMENT: These bugs come about when ""podman --remote build ..."" is run, thus affecting buildah, but the bug itself needs to be fixed in podman, and ported to Buildah."
production,,,RHSA-2023:4354,Fixable,Moderate,5.9,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-08-01T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4354,"The curl packages provide the libcurl library and the curl utility for downloading files from servers using various protocols, including HTTP, FTP, and LDAP.

Security Fix(es):

* curl: IDN wildcard match may lead to Improper Cerificate Validation (CVE-2023-28321)

* curl: more POST-after-PUT confusion (CVE-2023-28322)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2024:0499,Fixable,Moderate,5.9,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0499,"libssh is a library which implements the SSH protocol. It can be used to implement client and server applications.

Security Fix(es):

* ssh: Prefix truncation attack on Binary Packet Protocol (BPP) (CVE-2023-48795)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:4325,Fixable,Moderate,5.9,80%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-07-31T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4325,"Samba is an open-source implementation of the Server Message Block (SMB) protocol and the related Common Internet File System (CIFS) protocol, which allow PC-compatible machines to share files, printers, and various information.

Security Fix(es):

* samba: SMB2 packet signing is not enforced when ""server signing = required"" is set (CVE-2023-3347)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* The trust relationship between this workstation and the primary domain failed (BZ#2223600)"
production,,,CVE-2022-27650,Not Fixable,Moderate,5.6,100%,3.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-27650,"DOCUMENTATION: A flaw was found in crun where containers were incorrectly started with non-empty default permissions. A vulnerability was found in Moby (Docker Engine) where containers were started incorrectly with non-empty inheritable Linux process capabilities. This flaw allows an attacker with access to programs with inheritable file capabilities to elevate those capabilities to the permitted set when execve(2) runs. 
            STATEMENT: This issue is related to the general vulnerability found in Moby (Docker Engine), which has been assigned CVE-2022-24769.

Among the supported OpenShift Container Platform releases, only v4.10 is affected by this flaw.
            MITIGATION: The entry point of a container can be modified to use a utility like capsh(1) to drop inheritable capabilities prior to the primary process starting."
production,,,CVE-2021-3602,Not Fixable,Moderate,5.6,100%,4.00,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-3602,"DOCUMENTATION: An information disclosure flaw was found in Buildah, when building containers using chroot isolation. Running processes in container builds (e.g. Dockerfile RUN commands) can access environment variables from parent and grandparent processes. When run in a container in a CI/CD environment, environment variables may include sensitive information that was shared with the container in order to be used only by Buildah itself (e.g. container registry credentials). 
            STATEMENT: OpenShift Container Platform 4's builder container is not vulnerable to this flaw as it uses OCI isolation (i.e. using runc) and does not use chroot isolation."
production,,,CVE-2017-14623,Not Fixable,Moderate,5.6,100%,3.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2017-14623,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: In the ldap.v2 (aka go-ldap) package through 2.5.0 for Go, an attacker may be able to login with an empty password. This issue affects an application using this package if these conditions are met: (1) it relies only on the return error of the Bind function call to determine whether a user is authorized (i.e., a nil return value is interpreted as successful authorization) and (2) it is used with an LDAP server allowing unauthenticated bind. 
            STATEMENT: This issues affects the version of go-ldap/ldap with Red Hat OpenShift Container Platform (OCP) 3.11. However OpenShift explicitly checks for blank passwords in order to prevent anonymous LDAP binds. As the OpenShift 3.11 product packages the vulnerable library, it is affected, but is set to wontfix. Red Hat Product Security has rated this issue as having security impact of Moderate. A future update may address this issue. For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/.

The 'oc cli' in OCP 3.11 and 4.x also contains the vulnerable go-ldap/ldap library. However, while the oc binary does allow anonymous binds any unauthenticated binds are not possible. Hence the oc cli is marked affected (as it includes the library), but is set to wontfix - this may be addressed in a future release."
production,,,CVE-2022-1962,Not Fixable,Moderate,5.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-1962,"DOCUMENTATION: A flaw was found in the golang standard library, go/parser. When calling any Parse functions on the Go source code, which contains deeply nested types or declarations, a panic can occur due to stack exhaustion. This issue allows an attacker to impact system availability."
production,,,CVE-2021-20297,Not Fixable,Moderate,5.5,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-20297,DOCUMENTATION: A flaw was found in NetworkManager. Setting match.path and activating a profile crashes NetworkManager. The highest threat from this vulnerability is to system availability.
production,,,RHSA-2024:0454,Fixable,Moderate,5.3,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0454,"Python is an interpreted, interactive, object-oriented programming language, which includes modules, classes, exceptions, very high level dynamic data types and dynamic typing. Python supports interfaces to many system calls and libraries, as well as to various windowing systems.

Security Fix(es):

* python: Parsing errors in email/_parseaddr.py lead to incorrect value in email address part of tuple (CVE-2023-27043)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2023-39326,Not Fixable,Moderate,5.3,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-39326,"DOCUMENTATION: A flaw was found in the Golang net/http/internal package. This issue may allow a malicious user to send an HTTP request and cause the receiver to read more bytes from network than are in the body (up to 1GiB), causing the receiver to fail reading the response, possibly leading to a Denial of Service (DoS). 
            
            MITIGATION: No mitigation is available for this flaw."
production,,,RHSA-2024:0452,Fixable,Moderate,5.3,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0452,"The curl packages provide the libcurl library and the curl utility for downloading files from servers using various protocols, including HTTP, FTP, and LDAP.

Security Fix(es):

* curl: information disclosure by exploiting a mixed case flaw (CVE-2023-46218)

Bug Fix(es):

* Cannot upload files bigger than 64K to ""SSH-2.0-9.99 sshlib"" server, transfer hangs (RHEL-14836)

* curl: Incomplete patch for host name wildcard checking (RHEL-20618)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2022-27649,Not Fixable,Moderate,5.0,100%,3.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-27649,"DOCUMENTATION: A flaw was found in Podman, where containers were started incorrectly with non-empty default permissions. A vulnerability was found in Moby (Docker Engine), where containers were started incorrectly with non-empty inheritable Linux process capabilities. This flaw allows an attacker with access to programs with inheritable file capabilities to elevate those capabilities to the permitted set when execve(2) runs. 
            STATEMENT: This issue is related to the general vulnerability found in Moby (Docker Engine), which has been assigned CVE-2022-24769."
production,,,CVE-2017-9226,Not Fixable,Moderate,4.8,100%,2.50,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2017-9226,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: An issue was discovered in Oniguruma 6.2.0, as used in Oniguruma-mod in Ruby through 2.4.1 and mbstring in PHP through 7.1.5. A heap out-of-bounds write or read occurs in next_state_val() during regular expression compilation. Octal numbers larger than 0xff are not handled correctly in fetch_token() and fetch_token_in_cc(). A malformed regular expression containing an octal number in the form of '\700' would produce an invalid code point value larger than 0xff in next_state_val(), resulting in an out-of-bounds write memory corruption."
production,,,CVE-2019-19246,Not Fixable,Low,4.8,100%,2.50,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-19246,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Oniguruma through 6.9.3, as used in PHP 7.3.x and other products, has a heap-based buffer over-read in str_lower_case_match in regexec.c."
production,,,CVE-2022-3248,Not Fixable,Low,4.4,100%,3.60,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-3248,"DOCUMENTATION: A flaw was found in OpenShift API, as admission checks do not enforce ""custom-host"" permissions. This issue could allow an attacker to violate the boundaries, as permissions will not be applied."
production,,,CVE-2022-4145,Not Fixable,Low,4.3,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-4145,DOCUMENTATION: No description is available for this CVE.
production,,,RHSA-2023:3948,Fixable,Low,3.9,80%,2.70,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-06-29T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:3948,"The Open Virtual Machine Tools are the open source implementation of the VMware Tools. They are a set of guest operating system virtualization components that enhance performance and user experience of virtual machines.

Security Fix(es):

* open-vm-tools: authentication bypass vulnerability in the vgauth module (CVE-2023-20867)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2022-2989,Not Fixable,Low,3.6,100%,2.50,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-2989,DOCUMENTATION: An incorrect handling of the supplementary groups in the Podman container engine might lead to the sensitive information disclosure or possible data modification if an attacker has direct access to the affected container where supplementary groups are used to set access permissions and is able to execute a binary code in that container.
production,,,CVE-2022-4123,Not Fixable,Low,3.1,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-4123,"DOCUMENTATION: A flaw was found in Buildah. The local path and the lowest subdirectory may be disclosed due to incorrect absolute path traversal, resulting in an impact to confidentiality. 
            STATEMENT: These bugs come about when ""podman --remote build -t test1 -f /tmp/Dockerfile> emptydir"" is run, thus affecting buildah, but the bug itself needs to be fixed in podman, and ported to Buildah."
production,,,CVE-2021-25743,Not Fixable,Low,3.0,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-25743,"DOCUMENTATION: kubectl does not neutralize escape, meta or control sequences contained in the raw data it outputs to a terminal. This includes but is not limited to the unstructured string fields in objects such as Events."
production,,,CVE-2019-18466,Not Fixable,Moderate,2.5,100%,1.40,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-18466,"DOCUMENTATION: It was discovered that podman resolves a symlink in the host context during a copy operation from the container to the host. An attacker could create a container image containing particular symlinks that, when copied by a victim user to the host filesystem, may overwrite existing files with others from the host. 
            STATEMENT: This issue did not affect the versions of podman as shipped with Red Hat Enterprise Linux 8 as they did not include support for the copy function.

This issue did not affect the versions of podman as shipped in OpenShift Container Platform 3.11 and 4.1 as they did not include support for the copy function.

The version of podman shipped in OpenShift Container Platform 4.2 was superseded by the version delivered Red Hat Enterprise Linux 8."
