Cluster Name,Environment,Cluster Descriptor,Namespace,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Published On,Discovered On,Link,Summary
aap,cluster,,rhacs-operator,RHSA-2024:0319,Fixable,Moderate,5.9,80%,3.60,2024-01-22T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0319,"The gnutls packages provide the GNU Transport Layer Security (GnuTLS) library, which implements cryptographic algorithms and protocols such as SSL, TLS, and DTLS.

Security Fix(es):

* gnutls: timing side-channel in the RSA-PSK authentication (CVE-2023-5981)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,RHSA-2024:0427,Fixable,Moderate,5.9,80%,3.60,2024-01-25T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0427,"A library that provides Abstract Syntax Notation One (ASN.1, as specified by the X.680 ITU-T recommendation) parsing and structures management, and Distinguished Encoding Rules (DER, as per X.690) encoding and decoding functions.

Security Fix(es):

* libtasn1: Out-of-bound access in ETYPE_OK (CVE-2021-46848)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,RHSA-2024:0428,Fixable,Moderate,5.9,80%,3.60,2024-01-25T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0428,"The curl packages provide the libcurl library and the curl utility for downloading files from servers using various protocols, including HTTP, FTP, and LDAP.

Security Fix(es):

* curl: FTP too eager connection reuse (CVE-2023-27535)

* curl: GSS delegation too eager connection re-use (CVE-2023-27536)

* curl: information disclosure by exploiting a mixed case flaw (CVE-2023-46218)

* curl: Incorrect handling of control code characters in cookies (CVE-2022-35252)

* curl: Use-after-free triggered by an HTTP proxy deny response (CVE-2022-43552)

* curl: more POST-after-PUT confusion (CVE-2023-28322)

Bug Fix(es):

* Cannot upload files bigger than 64K to ""SSH-2.0-9.99 sshlib"" server, transfer hangs (RHEL-5483)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,RHSA-2024:0538,Fixable,Moderate,5.9,80%,3.60,2024-01-29T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0538,"libssh is a library which implements the SSH protocol. It can be used to implement client and server applications.

Security Fix(es):

* libssh: NULL pointer dereference during rekeying with algorithm guessing (CVE-2023-1667)

* libssh: authorization bypass in pki_verify_data_signature (CVE-2023-2283)

* ssh: Prefix truncation attack on Binary Packet Protocol (BPP) (CVE-2023-48795)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,RHSA-2024:0628,Fixable,Moderate,5.9,14%,3.60,2024-01-31T00:00:00Z,2024-02-26T11:16:44.544726206Z,https://access.redhat.com/errata/RHSA-2024:0628,"libssh is a library which implements the SSH protocol. It can be used to implement client and server applications.

Security Fix(es):

* ssh: Prefix truncation attack on Binary Packet Protocol (BPP) (CVE-2023-48795)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,CVE-2021-24032,Not Fixable,Low,5.5,14%,3.60,,2024-02-26T07:19:27.934456439Z,https://access.redhat.com/security/cve/CVE-2021-24032,"DOCUMENTATION: A flaw was found in zstd. While the final file mode is reflective of the input file, when compressing or uncompressing, the file can temporarily gain greater permissions than the input and potentially leading to security issues (especially if large files are being handled). 
            STATEMENT: In OpenShift Container Platform (OCP) the zstd package was delivered in OCP 4.3 which is already end of life."
aap,cluster,,rhacs-operator,CVE-2021-39537,Not Fixable,Low,5.5,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2021-39537,"DOCUMENTATION: The ncurses package (tic) is susceptible to a heap overflow on crafted input. When the terminfo entry-description compiler processes input, proper bounds checking was not enforced leading to this software flaw. The highest threat from this vulnerability is system availability. 
            STATEMENT: Red Hat Product Security has rated this issue as having a Low security impact because processing terminfo descriptions in the source form should be handled the same way as executable files or source code of any programming language. Users are not supposed to use untrusted terminfo descriptions.
            MITIGATION: Do not compile untrusted terminfo descriptions."
aap,cluster,,rhacs-operator,CVE-2021-3997,Not Fixable,Low,5.5,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2021-3997,"DOCUMENTATION: A flaw was found in systemd. An uncontrolled recursion in systemd-tmpfiles may lead to a denial of service at boot time when too many nested directories are created in /tmp. 
            STATEMENT: Red Hat Enterprise Linux 8 has a default 1024 nofile limit, thus preventing `systemd-tmpfiles` from exhausting its stack and crashing. For this reason, this flaw has been rated as having a security impact of Low on Red Hat Enterprise Linux 8. For more information on default ulimit values, please see https://access.redhat.com/solutions/4482841.

In OpenShift Container Platform (OCP) systemd package was shipped with OCP 4.7 as a one-off instance and all the later OCP releases (4.8, 4.9) are using systemd from RHEL 8. Hence, the systemd package shipped with OCP 4.7 will not be fixed and the fix will be consumed from RHEL 8.
            MITIGATION: Mitigation for this issue is either not available or the currently available options do not meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,rhacs-operator,CVE-2022-27943,Not Fixable,Low,5.5,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2022-27943,"DOCUMENTATION: A flaw was found in binutils, where GNU GCC is vulnerable to a denial of service caused by a stack consumption in the demangle_const() function in ibiberty/rust-demangle.c. The vulnerability exists due to the application not properly controlling the consumption of internal resources. By persuading a victim to open a specially-crafted file, an attacker could cause a denial of service."
aap,cluster,,rhacs-operator,CVE-2023-36191,Not Fixable,Low,5.5,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-36191,"DOCUMENTATION: A segmentation fault was discovered in SQLite. This issue exists due to a boundary error within the /sqlite3_aflpp/shell.c which could allow a local user to send a specially crafted request to the database to trigger memory corruption and perform a denial of service (DoS) attack. 
            STATEMENT: This vulnerability has been rated as Low security impact because the CLI fault on missing '-nonce', though it could cause a crash in CLI, it doesn't possess a real security risk."
aap,cluster,,rhacs-operator,CVE-2024-0727,Not Fixable,Low,5.5,14%,3.60,,2024-02-26T11:16:44.544726206Z,https://access.redhat.com/security/cve/CVE-2024-0727,"DOCUMENTATION: A flaw was found in OpenSSL. The optional ContentInfo fields can be set to null, even if the ""type"" is a valid value, which can lead to a null dereference error that may cause a denial of service. 
            
            MITIGATION: Mitigation for this issue is either not available or the currently available options don't meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,rhacs-operator,RHSA-2024:0374,Fixable,Moderate,5.5,80%,3.60,2024-01-23T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0374,"pip is a package management system used to install and manage software packages written in Python. Many packages can be found in the Python Package Index (PyPI). pip is a recursive acronym that can stand for either ""Pip Installs Packages"" or ""Pip Installs Python"". 

Security Fix(es):

* python: tarfile module directory traversal (CVE-2007-4559)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,CVE-2022-41409,Not Fixable,Low,5.3,14%,1.40,,2024-02-28T06:55:10.883770178Z,https://access.redhat.com/security/cve/CVE-2022-41409,"DOCUMENTATION: A flaw was found in PCRE2, where it is susceptible to an integer overflow vulnerability triggered by a negative repeat value in the pcre2test subject line that causes infinite looping. This flaw allows a remote attacker to pass specially crafted data to the application, initiating an integer overflow and executing a denial of service (DoS) attack. 
            STATEMENT: Red Hat Product Security classifies this issue as having a Low security impact. The vulnerability involves an infinite loop in a command-line utility, which is not typically designed to handle untrusted input. As a result, it is assessed that this does not pose a substantial security risk and does not lead to any meaningful security impact.
            MITIGATION: Mitigation for this issue is either not available or the currently available options don't meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,rhacs-operator,CVE-2023-0465,Not Fixable,Low,5.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-0465,DOCUMENTATION: A flaw was found in OpenSSL. Applications that use a non-default option when verifying certificates may be vulnerable to an attack from a malicious CA to circumvent certain checks. OpenSSL and other certificate policy checks silently ignore invalid certificate policies in leaf certificates that are skipped for that certificate. A malicious CA could use this to deliberately assert invalid certificate policies to circumvent policy checking on the certificate altogether. Policy processing is disabled by default but can be enabled by passing the `-policy' argument to the command line utilities or by calling the `X509_VERIFY_PARAM_set1_policies()' function.
aap,cluster,,rhacs-operator,CVE-2023-0466,Not Fixable,Low,5.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-0466,"DOCUMENTATION: A flaw was found in OpenSSL. The X509_VERIFY_PARAM_add0_policy() function is documented to enable the certificate policy check when doing certificate verification implicitly. However, implementing the function does not enable the check, allowing certificates with invalid or incorrect policies to pass the certificate verification. Suddenly enabling the policy check could break existing deployments, so it was decided to keep the existing behavior of the X509_VERIFY_PARAM_add0_policy() function. The applications that require OpenSSL to perform certificate policy check need to use X509_VERIFY_PARAM_set1_policies() or explicitly enable the policy check by calling X509_VERIFY_PARAM_set_flags() with the X509_V_FLAG_POLICY_CHECK flag argument. Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications."
aap,cluster,,rhacs-operator,CVE-2023-46218,Not Fixable,Moderate,5.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-46218,"DOCUMENTATION: A flaw was found in curl that verifies a given cookie domain against the Public Suffix List. This issue could allow a malicious HTTP server to set ""super cookies"" in curl that are passed back to more origins than what is otherwise allowed or possible. 
            STATEMENT: When curl is built without PSL support, it cannot protect against this problem but it is expected to not allow ""too wide"" cookies when PSL support is enabled."
aap,cluster,,rhacs-operator,RHSA-2024:0208,Fixable,Low,5.3,41%,1.40,2024-01-11T00:00:00Z,2024-02-26T07:18:31.017156302Z,https://access.redhat.com/errata/RHSA-2024:0208,"OpenSSL is a toolkit that implements the Secure Sockets Layer (SSL) and Transport Layer Security (TLS) protocols, as well as a full-strength general-purpose cryptography library.

Security Fix(es):

* openssl: Excessive time spent checking DH keys and parameters (CVE-2023-3446)

* OpenSSL: Excessive time spent checking DH q parameter value (CVE-2023-3817)

* openssl: Generating excessively long X9.42 DH keys or checking excessively long X9.42 DH keys or parameters may be very slow (CVE-2023-5678)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* openssl: Excessive time spent checking DH q parameter value (JIRA:RHEL-14237)

* openssl: Excessive time spent checking DH keys and parameters (JIRA:RHEL-14243)

* openssl: Generating excessively long X9.42 DH keys or checking excessively long X9.42 DH keys or parameters may be very slow (JIRA:RHEL-16536)"
aap,cluster,,rhacs-operator,CVE-2018-19211,Not Fixable,Low,4.7,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2018-19211,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a ""dubious character `*' in name or alias field"" detection."
aap,cluster,,rhacs-operator,CVE-2018-19217,Not Fixable,Low,4.7,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2018-19217,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: ** DISPUTED ** In ncurses, possibly a 6.x version, there is a NULL pointer dereference at the function _nc_name_match that will lead to a denial of service attack. NOTE: the original report stated version 6.1, but the issue did not reproduce for that version according to the maintainer or a reliable third-party."
aap,cluster,,rhacs-operator,CVE-2023-32636,Not Fixable,Low,4.7,14%,3.60,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-32636,DOCUMENTATION: No description is available for this CVE.
aap,cluster,,rhacs-operator,RHSA-2024:0417,Fixable,Low,4.7,80%,3.60,2024-01-25T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0417,"The shadow-utils packages include programs for converting UNIX password files to the shadow password format, as well as utilities for managing user and group accounts. 

Security Fix(es):

* shadow-utils: possible password leak during passwd(1) change (CVE-2023-4641)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,CVE-2019-8905,Not Fixable,Low,4.4,14%,2.50,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2019-8905,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: do_core_note in readelf.c in libmagic.a in file 5.35 has a stack-based buffer over-read, related to file_printable, a different vulnerability than CVE-2018-10360."
aap,cluster,,rhacs-operator,CVE-2019-8906,Not Fixable,Low,4.4,14%,2.50,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2019-8906,DOCUMENTATION: The MITRE CVE dictionary describes this issue as: do_core_note in readelf.c in libmagic.a in file 5.35 has an out-of-bounds read because memcpy is misused.
aap,cluster,,rhacs-operator,CVE-2018-1000654,Not Fixable,Low,4.0,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2018-1000654,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: GNU Libtasn1-4.13 libtasn1-4.13 version libtasn1-4.13, libtasn1-4.12 contains a DoS, specifically CPU usage will reach 100% when running asn1Paser against the POC due to an issue in _asn1_expand_object_id(p_tree), after a long time, the program will be killed. This attack appears to be exploitable via parsing a crafted file. 
            STATEMENT: This flaw is in the asn1Parser binary included in libtasn1-tools RPM. The dynamic library libtasn1 and libtasn1-devel RPMs are not affected."
aap,cluster,,rhacs-operator,CVE-2019-12900,Not Fixable,Low,4.0,14%,1.40,,2024-02-27T03:55:43.776477468Z,https://access.redhat.com/security/cve/CVE-2019-12900,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: BZ2_decompress in decompress.c in bzip2 through 1.0.6 has an out-of-bounds write when there are many selectors. 
            STATEMENT: This issue affects the versions of bzip2 as shipped with Red Hat Enterprise Linux 5, 6, 7, and 8.

Red Hat Enterprise Linux 5 is now in Extended Life Phase of the support and maintenance life cycle. This issue is not currently planned to be addressed in future updates. For additional information, refer to the Red Hat Enterprise Linux Life Cycle: https://access.redhat.com/support/policy/updates/errata/.

Red Hat Enterprise Linux 6 is now in Maintenance Support 2 Phase of the support and maintenance life cycle. This has been rated as having a security impact of Low, and is not currently planned to be addressed in future updates. For additional information, refer to the Red Hat Enterprise Linux Life Cycle: https://access.redhat.com/support/policy/updates/errata/.

Red Hat JBoss Fuse 7 uses a Java implemntation of bzip2, this is different to the bzip2 this vulnerability exists in."
aap,cluster,,rhacs-operator,CVE-2021-33294,Not Fixable,Low,4.0,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2021-33294,"DOCUMENTATION: A flaw was found in the elfutils tools package. An infinite loop is possible in the handle_symtab function in readelf.c, which may lead to a denial of service. 
            STATEMENT: This CVE is under investigation by Red Hat Product Security.

Note: Upstream would categorize this as a simple bug, not a security issue. Since most elfutils tools are run in short-lived, local, interactive, development contexts rather than remotely ""in production"", we generally treat malfunctions as ordinary bugs rather than security vulnerabilities.
The version, as shipped in Red Hat Enterprise Linux 9, is not affected by this vulnerability."
aap,cluster,,rhacs-operator,CVE-2024-25260,Not Fixable,Low,4.0,14%,1.40,,2024-02-26T11:16:44.544726206Z,https://access.redhat.com/security/cve/CVE-2024-25260,"DOCUMENTATION: A NULL pointer dereference vulnerability in the elfutils library has been discovered. This vulnerability occurs within the handle_verdef() function in the readelf.c source file. A NULL pointer dereference typically happens when a program attempts to access memory using a pointer that is not pointing anywhere (i.e., it's NULL), leading to a crash or potentially exploitable behavior. 
            STATEMENT: This incident was classified as a standard bug rather than a security concern. Crashes in standalone utilities triggered by untrusted inputs typically aren't regarded as security issues since they don't lead to privilege escalation. It's important to highlight that unless eu-readelf is instrumented with AddressSanitizer, no actual crash occurs; instead, eu-readelf simply prints a random global string.
            MITIGATION: Mitigation for this issue is either not available or the currently available options don't meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,rhacs-operator,CVE-2023-6004,Not Fixable,Low,3.9,14%,2.50,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-6004,"DOCUMENTATION: A flaw was found in libssh. By utilizing the ProxyCommand or ProxyJump feature, users can exploit unchecked hostname syntax on the client. This issue may allow an attacker to inject malicious code into the command of the features mentioned through the hostname parameter. 
            STATEMENT: Despite the potential severity of this issue, the requirement for user interaction to exploit the vulnerability has led to a low severity rating. As a precautionary measure, users are advised to sanitize hostname inputs as a mitigation strategy.
            MITIGATION: Mitigation for this issue is either not available or the currently available options don't meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,rhacs-operator,CVE-2023-27534,Not Fixable,Low,3.7,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-27534,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: A path traversal vulnerability exists in curl <8.0.0 SFTP implementation causes the tilde (~) character to be wrongly replaced when used as a prefix in the first path element, in addition to its intended use as the first element to indicate a path relative to the user's home directory. Attackers can exploit this flaw to bypass filtering or execute arbitrary code by crafting a path like /~2/foo while accessing a server with a specific user. 
            STATEMENT: In a containerized environment running SELinux in enforcing mode, such as Red Hat OpenShift Container Platform, this vulnerability does not allow an attacker to escape the boundary of a container. In this case no additional access is gained, there is an additional (but more complicated step) to look at files the user already has access to.

The upstream project (Curl) also rated this CVE as Low, see link in External References.

It is unlikely that Red Hat offerings are utilizing the SFTP feature of Curl, so the opportunity to exploit it may not exist. For those reasons Red Hat Product Security rates the impact as Low."
aap,cluster,,rhacs-operator,CVE-2023-28322,Not Fixable,Low,3.7,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-28322,DOCUMENTATION: A use-after-free flaw was found in the Curl package. This issue may lead to unintended information disclosure by the application.
aap,cluster,,rhacs-operator,CVE-2023-38546,Not Fixable,Low,3.7,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-38546,"DOCUMENTATION: A flaw was found in the Curl package. This flaw allows an attacker to insert cookies into a running program using libcurl if the specific series of conditions are met. 
            STATEMENT: The flaw requires a series of conditions to be met and the likeliness that they shall allow an attacker to take advantage of it is low. Even if the bug could be made to trigger, the risk that a cookie injection can be done to cause harm is additionally also low."
aap,cluster,,rhacs-operator,CVE-2023-6918,Not Fixable,Low,3.7,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-6918,"DOCUMENTATION: A flaw was found in the libssh implements abstract layer for message digest (MD) operations implemented by different supported crypto backends. The return values from these were not properly checked, which could cause low-memory situations failures, NULL dereferences, crashes, or usage of the uninitialized memory as an input for the KDF. In this case, non-matching keys will result in decryption/integrity failures, terminating the connection. 
            STATEMENT: This vulnerability in the libssh abstract layer for message digest operations is deemed to have a low impact due to several mitigating factors. Primarily, the absence of proper checks on return values from supported crypto backends may lead to low-memory situations, failures, NULL dereferences, crashes, or the utilization of uninitialized memory in the Key Derivation Function (KDF). While these potential consequences could disrupt the system, their likelihood is considered low, contributing to the low impact classification.

The maintainers of libssh, in conjunction with Red Hat, have assigned a CVSS3.1 score of 3.7 to this vulnerability. While the score acknowledges the existence of a vulnerability, the assigned value falls within the lower range of the scale, indicating a relatively modest level of risk.

Moreover, the practical exploitability of this vulnerability is characterized as theoretical and highly unlikely to yield tangible results. The difficulty in successfully exploiting the flaw adds a layer of security, further diminishing the potential impact. While acknowledging the risk of non-matching keys leading to decryption/integrity failures and connection termination, the combination of the low likelihood of exploitation and the relatively lower severity score results in an overall assessment of low impact.
            MITIGATION: Mitigation for this issue is either not available or the currently available options don't meet the Red Hat Product Security criteria comprising ease of use and deployment, applicability to widespread installation base or stability."
aap,cluster,,rhacs-operator,CVE-2018-1000879,Not Fixable,Low,3.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2018-1000879,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: libarchive version commit 379867ecb330b3a952fb7bfa7bffb7bbd5547205 onwards (release v3.3.0 onwards) contains a CWE-476: NULL Pointer Dereference vulnerability in ACL parser - libarchive/archive_acl.c, archive_acl_from_text_l() that can result in Crash/DoS. This attack appear to be exploitable via the victim must open a specially crafted archive file. 
            STATEMENT: This issue did not affect the versions of libarchive as shipped with Red Hat Enterprise Linux 6 and 7."
aap,cluster,,rhacs-operator,CVE-2018-1000880,Not Fixable,Low,3.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2018-1000880,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: libarchive version commit 9693801580c0cf7c70e862d305270a16b52826a7 onwards (release v3.2.0 onwards) contains a CWE-20: Improper Input Validation vulnerability in WARC parser - libarchive/archive_read_support_format_warc.c, _warc_read() that can result in DoS - quasi-infinite run time and disk usage from tiny file. This attack appear to be exploitable via the victim must open a specially crafted WARC file. 
            STATEMENT: This issue did not affect the versions of libarchive as shipped with Red Hat Enterprise Linux 6 and 7."
aap,cluster,,rhacs-operator,CVE-2018-20657,Not Fixable,Low,3.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2018-20657,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: The demangle_template function in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.31.1, has a memory leak via a crafted string, leading to a denial of service (memory consumption), as demonstrated by cxxfilt, a related issue to CVE-2018-12698."
aap,cluster,,rhacs-operator,CVE-2019-14250,Not Fixable,Low,3.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2019-14250,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: An issue was discovered in GNU libiberty, as distributed in GNU Binutils 2.32. simple_object_elf_match in simple-object-elf.c does not check for a zero shstrndx value, leading to an integer overflow and resultant heap-based buffer overflow. 
            STATEMENT: This issue resides on libiberty code, libiberty is part of GNU project and contains several utilities being distributed by gcc and binutils packages. This flaws affects binutils versions as shipped with Red Hat Enterprise Linux 5, 6, 7 and 8 and also gcc versions as shipped with Red Hat Enterprise Linux 5, 6 ,7 and 8. Versions of gcc shipped with Red Hat Developers Tool Set 7 and 8 are also affected. This flaw was scored with 'Low' security impact for both binutils and gcc packages by Red Hat Product Security Team."
aap,cluster,,rhacs-operator,CVE-2019-9936,Not Fixable,Low,3.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2019-9936,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: In SQLite 3.27.2, running fts5 prefix queries inside a transaction could trigger a heap-based buffer over-read in fts5HashEntrySort in sqlite3.c, which may lead to an information leak. This is related to ext/fts5/fts5_hash.c. 
            STATEMENT: This issue did not affect the versions of sqlite as shipped with Red Hat Enterprise Linux 6 and 7 as they did not include support for fts5."
aap,cluster,,rhacs-operator,CVE-2019-9937,Not Fixable,Low,3.3,14%,1.40,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2019-9937,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: In SQLite 3.27.2, interleaving reads and writes in a single transaction with an fts5 virtual table will lead to a NULL Pointer Dereference in fts5ChunkIterate in sqlite3.c. This is related to ext/fts5/fts5_hash.c and ext/fts5/fts5_index.c. 
            STATEMENT: This issue did not affect the versions of sqlite as shipped with Red Hat Enterprise Linux 6 and 7 as they did not include support for fts5."
aap,cluster,,rhacs-operator,CVE-2024-0232,Not Fixable,Low,0.0,14%,0.00,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2024-0232,DOCUMENTATION: No description is available for this CVE.
aap,cluster,,rhacs-operator,CVE-2023-37920,Not Fixable,Low,9.1,14%,5.20,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2023-37920,"DOCUMENTATION: A flaw was found in the python-certifi package. This issue occurs when the e-Tugra root certificate in Certifi is removed, resulting in an unspecified error that has an unknown impact and attack vector."
aap,cluster,,rhacs-operator,CVE-2021-42694,Not Fixable,Moderate,8.5,14%,6.00,,2024-02-26T07:19:16.527668062Z,https://access.redhat.com/security/cve/CVE-2021-42694,"DOCUMENTATION: A flaw was found in the way Unicode standards are implemented in the context of development environments, which have specialized requirements for rendering text. Homoglyphs are different Unicode characters that, to the naked eye, look the same.  An attacker could use homoglyphs to deceive a human reviewer by creating a malicious patch containing functions that look similar to standard library functions, such as print, but replace one character with a homoglyph. This function can then be defined in an upstream dependency to launch source code-related attacks. 
            STATEMENT: This is a flaw with the way unicode standards are implemented in the context of development environments, which have specialized requirements for rendering text. It is not a flaw in Red Hat products."
aap,cluster,,rhacs-operator,CVE-2019-17543,Not Fixable,Moderate,8.1,14%,5.90,,2024-02-28T06:55:10.883770178Z,https://access.redhat.com/security/cve/CVE-2019-17543,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: LZ4 before 1.9.2 has a heap-based buffer overflow in LZ4_write32 (related to LZ4_compress_destSize), affecting applications that call LZ4_compress_fast with a large input. (This issue can also lead to data corruption.) NOTE: the vendor states ""only a few specific / uncommon usages of the API are at risk."" 
            STATEMENT: As per upstream this flaw cannot be exploited under normal documented use of the LZ4 library API. Also this flaw is only present in the lz4 library and the application binaries shipped with this application are not affected by it. 

Red Hat OpenStack Platform 10 packages an older version of lz4 that has the flawed code. However, because OpenStack has been using RHEL's updated lz4 version since RHEL7.5 started to include it, Red Hat is not currently updating the OpenStack lz4 package."
aap,cluster,,rhacs-operator,RHSA-2024:0413,Not Fixable,Moderate,7.8,80%,5.90,2024-01-25T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0413,"The libxml2 library is a development toolbox providing the implementation of various XML standards.

Security Fix(es):

* libxml2: integer overflows with XML_PARSE_HUGE (CVE-2022-40303)

* libxml2: dict corruption caused by entity reference cycles (CVE-2022-40304)

* libxml2: NULL dereference in xmlSchemaFixupComplexType (CVE-2023-28484)

* libxml2: Hashing of empty dict strings isn't deterministic (CVE-2023-29469)

* libxml2: crafted xml can cause global buffer overflow (CVE-2023-39615)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,rhacs-operator,RHSA-2024:0416,Not Fixable,Moderate,7.8,80%,5.90,2024-01-25T00:00:00Z,2024-02-26T11:16:31.941513722Z,https://access.redhat.com/errata/RHSA-2024:0416,"The ncurses (new curses) library routines are a terminal-independent method of updating character screens with reasonable optimization. The ncurses packages contain support utilities including a terminfo compiler tic, a decompiler infocmp, clear, tput, tset, and a termcap conversion tool captoinfo.

Security Fix(es):

* ncurses: Local users can trigger security-relevant memory corruption via malformed data (CVE-2023-29491)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
